,Unnamed: 0,Lang_ID,GB020,GB021,GB022,GB023,GB026,GB027,GB028,GB030,GB031,GB035,GB036,GB037,GB038,GB039,GB041,GB042,GB043,GB044,GB046,GB047,GB048,GB049,GB051,GB052,GB053,GB054,GB057,GB058,GB059,GB068,GB069,GB070,GB071,GB072,GB073,GB074,GB075,GB079,GB080,GB081,GB082,GB083,GB084,GB086,GB089,GB090,GB091,GB092,GB093,GB094,GB095,GB096,GB098,GB099,GB103,GB104,GB105,GB107,GB108,GB109,GB110,GB111,GB113,GB114,GB115,GB116,GB117,GB118,GB119,GB120,GB121,GB122,GB123,GB124,GB126,GB127,GB129,GB131,GB132,GB133,GB134,GB135,GB136,GB137,GB138,GB139,GB140,GB146,GB147,GB148,GB149,GB150,GB151,GB152,GB155,GB156,GB158,GB159,GB160,GB165,GB166,GB167,GB170,GB171,GB172,GB177,GB184,GB185,GB186,GB187,GB188,GB192,GB196,GB197,GB198,GB204,GB250,GB252,GB253,GB254,GB256,GB257,GB260,GB262,GB263,GB264,GB265,GB266,GB270,GB273,GB275,GB276,GB285,GB286,GB291,GB296,GB297,GB298,GB299,GB300,GB301,GB302,GB303,GB304,GB305,GB306,GB309,GB312,GB313,GB314,GB315,GB316,GB317,GB318,GB319,GB320,GB321,GB322,GB323,GB324,GB325,GB326,GB327,GB328,GB329,GB330,GB331,GB333,GB334,GB335,GB336,GB400,GB401,GB402,GB403,GB408,GB409,GB410,GB415,GB421,GB422,GB430,GB431,GB432,GB433,GB519,GB520,GB521,GB522,GB065_1,GB065_2,GB193_1,GB193_2,GB203_1,GB203_2,GB024_1,GB024_2,GB130_1,GB130_2,GB025_1,GB025_2
1226,1226,maka1304,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,?,?,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,?,0,0,0,0,0,0,?,1,0,0,0,0,1,1,1,0,1,?,1,0,0,0,?,0,?,0,0,0,1,0,?,?,1,0,?,?,?,?,1,0,0,?,1,?,1,0,1,1,?,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,?,?,?,?,?,1,0,0,0,0,0,?,?,?,0,?,0,1,?,1,0,0,1,0,0,1,1,1,0,?,0,0,0,0,0,1,0,0,?,0,?,1,0,0,0,0,1,0,0,0,0,0,?,?,0,0,1,0,1,0,1,?,?,?,?,1,1,?,0,1,0,1,0,1,0,1,1,0,0,1
1231,1231,mako1251,0,0,0,0,?,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,?,0,0,1,?,0,0,1,?,0,0,0,1,?,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,?,0,0,0,0,0,1,0,1,?,?,0,0,?,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,0,0,?,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0,0,1,1,0,0,0,?,?,?,0,0,1,0,?,?,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1235,1235,mala1464,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,?,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,?,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0
1247,1247,malt1254,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,no_cov,no_cov,no_cov,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,?,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,0,1,0,1,1,0,1,0,1,0,1,0
1249,1249,mama1275,0,0,0,0,?,?,1,0,0,1,0,0,0,0,0,0,0,0,?,1,1,1,0,0,0,0,?,?,?,1,0,0,1,0,1,1,0,1,?,0,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,?,1,1,?,0,?,0,0,0,?,?,0,1,?,?,1,1,0,1,1,?,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,?,0,0,?,0,0,0,?,0,0,0,1,?,0,0,0,0,?,0,0,0,1,0,1,0,1,0,0,?,?,?,?,?,?,0,0,0,?,0,0,1,?,?,0,0,?,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,?,?,?,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,?,?,1,0,1,0,1,0
1253,1253,mamm1241,0,0,1,0,0,1,1,0,0,0,0,0,0,0,?,0,0,1,?,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,?,1,?,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,?,?,?,0,0,0,0,?,0,0,0,1,0,1,0,0,0,1,?,?,?,?,?,?,0,0,0,1,0,0,1,0,0,0,0,1,1,?,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,?,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0
1256,1256,mana1295,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,?,?,?,0,0,0,0,?,1,1,?,1,?,1,0,0,0,0,0,0,?,1,?,0,0,0,1,?,?,1,0,?,?,0,0,?,0,?,1,1,0,0,0,0,0,0,0,0,0,?,?,0,1,1,1,1,1,0,1,0,1,0,0,0,0,?,?,0,0,1,?,0,0,0,0,0,1,1,1,?,1,1,1,0,1,0,1,0,1,1,0,0,1
1266,1266,mang1403,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,?,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,?,?,0,1,1,0,0,0,?,?,?,?,0,0,0,1,0,1,1,?,1,0,1,1,?,0,0,0,0,0,0,1,0,1,1,?,0,0,0,0,0,0,0,1,1,0,?,?,0,0,0,0,?,?,?,?,1,?,1,0,0,0,0,?,?,?,?,?,?,0,0,0,?,0,0,1,0,?,0,0,0,?,1,0,0,1,0,0,0,0,0,0,0,0,?,1,?,0,1,1,0,0,0,0,1,1,0,0,0,?,0,0,1,0,1,?,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1
1268,1268,mang1405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,?,0,0,0,0,0,0,0,0,?,?,?,1,0,0,1,1,0,1,?,0,0,?,1,?,?,0,0,0,0,0,0,0,?,0,0,1,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,?,?,?,?,?,?,0,1,0,0,0,0,0,0,1,0,1,0,0,0,?,0,0,1,0,?,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,?,?,?,?,0,?,0,0,0,1,1,0,?,?,0,0,0,1,1,1,0,1,0,1,0,1,?,?,1,0,1,1,1,1
1276,1276,maor1246,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,?,1,0,0,0,1,0,1,?,1,1,1,0,0,0,0,0,0,0,0,1,1,?,?,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
1277,1277,mapo1242,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,?,0,0,?,1,1,0,1,1,1,1,1,0,1,0,0,0,0,?,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,0,0,0,?,0,0,1,0,0,?,?,?,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,1,1,0,0,0,0,0,1,1,0,0,1,?,?,0,0,0,0,0,1,0,0,0,?,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1
1278,1278,mapu1245,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,?,1,1,?,?,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,?,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0
1281,1281,mara1379,0,0,0,0,0,0,0,1,0,?,1,0,0,0,0,0,0,1,0,1,?,?,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,?,0,0,1,?,0,0,0,1,?,0,?,0,0,0,0,1,1,1,?,1,0,1,?,?,0,0,0,?,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,1,0,0,0,?,?,?,?,0,?,?,?,1,1,1,0,0,?,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1
1291,1291,mari1416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,?,1,?,0,0,0,0,1,?,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,?,1,?,0,0,0,?,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,?,?,?,0,0,0,0,1,1,1,?,1,0,0,?,?,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,?,?,?,1,?,0,0,0,0,0,?,?,?,?,?,?,0,?,0,0,1,0,0,?,0,0,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,?,?,?,?,1,0,0,0,0,?,?,?,1,1,?,0,0,1,0,1,1,0,0,0,0,?,1,0,1,1,0,1,1,0,1,0,?,?
1297,1297,mars1254,1,0,0,1,0,1,1,0,?,1,?,?,1,1,0,0,?,?,1,?,1,1,0,0,1,0,0,1,1,1,?,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,?,?,?,0,0,0,0,1,0,0,0,1,0,0,?,?,?,0,0,0,0,0,?,1,?,0,0,1,0,1,1,1,?,?,?,1,?,0,0,0,?,1,?,1,0,1,1,1,?,?,?,0,1,1,0,0,1,1,?,0,?,0,0,0,0,1,0,0,1,1,1,0,1,1,1,?,1,?,1,?,1,0,0,0,?,0,0,1,0,?,0,0,1,?,?,0,0,0,?,?,0,0,0,0,0,?,0,0,0,0,1,1,?,0,?,?,1,0,0,0,?,1,0,0,1,0,?,?,1,0,0,0,1,0,1,1,1,?,0,1,0,1,1,0,0,1,1,1,0,1
1299,1299,maru1249,0,0,0,0,0,?,1,0,1,1,1,0,0,0,0,0,1,1,0,0,?,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,?,0,0,0,1,?,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1
1302,1302,masa1322,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,?,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,?,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,?,?,?,?,?,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
1303,1303,masb1238,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,?,?,1,1,0,0,0,0,0,0,0,1,?,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,?,1,1,0,0,1,0,0,1,1,0,1,0,0,?,0,0,0,?,?,?,1,?,0,1,0,0,1,1,0,0,1,1,0,1,0,?,0,?,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,?,0,0,0,0,0,1,0,0,0,0,0,0,0,?,0,1,?,?,0,?,0,0,1,0,?,?,?,?,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,?,0,0,0,1,0,0,?,0,0,0,0,0,0,0,0,1,1,1,1,0,?,?,1,0,0,1,1,0
1306,1306,mati1250,0,0,0,0,0,?,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,?,1,0,0,0,?,0,1,0,1,0,0,0,?,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,?,0,0,0,0,0,0,0,1,0,1,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0,0,1,0,?,?,?,0,0,1,0,1,?,0,0,0,?,0,?,?,0,1,0,0,0,0,0,0,?,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,?,0,0,1,0,0,?,1,0,0,0,0,0,?,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0
1308,1308,mats1244,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,?,0,0,0,?,?,1,0,?,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,1,0,1,0,0,?,?,?,?,?,?,0,1,0,0,0,1,1,0,?,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,?,?,?,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,?,1,0,0,1,1,1,?,?,1,1,1,1
1313,1313,maxa1247,0,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,?,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,1,1,1,0,0,0,1,1,?,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,?,?,?,?,?,?,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,?,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,?,?,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
1314,1314,maya1285,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,?,1,1,1,1,?,0,1,?,0,0,0,1,1,0,1,?,?,?,1,?,0,0,?,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,1,0,1,0,0,0,0,0,0,?,?,?,?,?,?,0,1,0,?,0,0,1,?,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,?,1,0,?,1,1,0,1,1,1,0,1,1,0,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,1,0,0,1,0,1,0,1,1,0,1,1
1317,1317,mayo1264,?,?,?,?,0,0,0,0,0,1,0,0,0,0,?,0,0,1,?,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,?,0,1,0,1,0,1,?,?,?,1,0,0,0,0,?,1,1,0,1,?,0,0,0,0,0,0,1,1,0,1,0,1,?,0,?,1,0,0,0,0,1,1,0,1,?,1,0,0,0,0,0,0,0,1,1,?,0,?,0,0,0,0,1,?,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,?,0,0,1,?,0,0,0,1,1,?,1,1,?,0,0,1,0,1,0,0,0,0,?,0,?,0,1,0,0,0,0,0,0,1,0,0,0,?,?,1,0,1,0,?,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1328,1328,mbya1239,0,0,0,0,0,?,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,?,0,1,0,1,0,1,0,1,1,0,?,0,1,1,0,0,0,1,1,1,1,0,0,?,?,?,?,?,?,0,1,?,0,?,1,1,1,1,?,1,1,1,0,?,?,0,1,0,0,?,1,0,1,?,1,0,0,?,0,0,0,0,1,?,0,1,?,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,?,?,?,?,?,?,0,0,0,?,0,0,0,0,0,?,0,?,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,?,0,0,1,0,1,0,0,0,0,1,0,0,?,?,?,1,1,0,0,1,?,?,1,0,1,1,1,0
1332,1332,meke1243,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,?,?,0,1,1,0,1,0
1336,1336,melp1238,?,?,0,1,0,?,0,0,1,1,0,0,0,0,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,?,?,0,0,?,0,0,0,0,1,0,1,0,0,0,0,1,1,?,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,1,0,0,1,0,?,?,?,?,0,?,0,0,0,0,?,0,0,0,?,0,0,0,?,?,1,1,0,0,0,0,0,0,0,0,0,0,0,0,?,1,1,0,?,?,?,0,0,0,0,0,?,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,?,?,0,1,1,0,0,1
1349,1349,mezq1235,1,1,1,0,?,1,1,0,1,1,0,0,0,0,0,0,0,0,?,1,1,1,0,?,1,?,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,?,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,?,?,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,?,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,?,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1
1352,1352,mich1245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,?,1,0,?,?,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,?,0,0,0,1,0,?,?,?,?,?,1,0,1,1,0,1,?,?,0,?,?,0,1,0,0,?,?,?,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,?,1,0,0,1,0,0,1,0,0,1,?,?,1,1,1,0,0,1,1,0,1,0
1360,1360,mikm1235,0,0,0,0,?,1,1,0,0,0,0,1,0,0,0,0,0,1,?,?,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,?,1,1,1,0,0,1,1,1,1,0,0,?,0,0,0,?,0,?,1,0,0,1,1,1,?,?,0,0,1,1,1,0,1,0,1,0,0,0,?,?,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,?,?,0,0,1,1,0,1,1,1,1,?,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,?,0,0,0,1,0,0,?,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1363,1363,mina1268,0,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,1,1,1,0,0,1,no_cov,no_cov,no_cov,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,?,?,?,?,?,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,?,?,?,1,0,0,0,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,0,1,0,1,0,1,1,0,1,0,0,1
1367,1367,mini1256,0,0,0,0,0,1,0,1,1,1,0,1,0,0,no_cov,0,1,1,?,1,1,1,1,0,no_cov,0,?,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,?,?,0,1,1,0,0,1,?,?,?,0,0,?,0,0,0,?,?,1,?,0,0,0,0,1,1,?,1,1,0,1,?,0,1,0,0,1,1,1,1,0,1,0,1,0,0,?,0,0,0,?,0,0,0,?,?,0,1,1,0,?,1,0,0,0,0,1,0,0,0,0,0,?,0,?,0,1,0,0,0,?,0,0,1,?,0,0,0,1,0,?,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,?,?,?,?,0,?,?,?,1,0,0,0,?,?,0,0,0,0,0,0,0,1,0,1,1,0,?,?,1,0,1,0,1,0
